ligando,MolWt,ExactMolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumHeavyAtoms,NumAtoms,FractionCSP3,NumRings,FormalCharge,Chi0n,Chi1n,Kappa1,Kappa2,LabuteASA,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,y_1ao6,y_1hzh,y_2hav,y_3ghg,n_layerposition,mem_distribution_mean,mem_distribution_min,mem_distribution_max,mem_distribution_center,mem_distribution_argmax_depth,mem_distribution_argmin_depth,mem_free_energy_mean,mem_free_energy_min,mem_free_energy_max,mem_free_energy_center,mem_free_energy_argmax_depth,mem_free_energy_argmin_depth,mem_meanentropy_mean,mem_meanentropy_min,mem_meanentropy_max,mem_meanentropy_center,mem_meanentropy_argmax_depth,mem_meanentropy_argmin_depth,mem_distribution_sum,mem_distribution_nonzero_center,mem_free_energy_barrier,mem_logP,mem_logP_kg_l,mem_logPerm,mem_diffusion_E9_mean,mem_diffusion_E9_min,mem_diffusion_E9_max,mem_diffusion_E9_center,mem_diffusion_E9_argmax_depth,mem_diffusion_E9_argmin_depth
HEPES,250.36400000000012,250.135113564,1.3711,66.51,1,3,7,16,38,1.0,1,0,29.52742035285537,14.45401322219567,2.5468813179678063,6.1826982557872885,130.60249714014995,0.5747155041546312,0.9853992263709396,0.0017684857355645,0.1702596977195542,0.907494362491453,513.1476857526044,2735.1078275322307,3013.911645713381,3.5364000621274267,0.2103821129757224,-5.595,-5.747,-5.867,-5.338,30.0,0.0333333333333332,2.190531306323e-06,0.21385504660153,2.190531306323e-06,15.37,0.57,-1.5274115739656946,-4.5266046066292,2.5543687884219,2.5543687884219,0.57,15.37,8.297574977028333,0.0071463424,30.0,1.0,,,0.999999999999998,1.0,7.0809733950511,2.72992029,2.6253148,-0.44049841,0.1701557211721069,5.9225170651575e-05,0.64688830631567,0.1128881510867,33.58,16.51
Histidine,155.15700000000007,155.069476528,-0.6359000000000001,92.0,3,4,4,11,20,0.3333333333333333,1,0,14.1581373674276,6.776171356177496,2.071155482694469,3.156503765422208,76.15625907025266,0.5741599718567401,0.9851346343034536,0.0055518157326405,0.17178402805791,0.9427490230155808,169.8091342392569,931.9108255466808,988.503623759554,2.595348526336026,0.3290649731355813,-4.95,-5.211,-5.484,-4.574,30.0,0.0333333333333335,6.227759993701101e-10,0.10671896908235,6.227759993701101e-10,23.34,0.57,2.597566680640465,-0.64958839633748,11.035606009146,11.035606009146,0.57,23.34,8.0211256417305,0.00149495272,30.0,1.0,,,1.0000000000000058,1.0,11.68519440548348,0.00930039,-0.09530509,-6.26609077,0.2590897294502973,8.9625290381143e-05,0.98973907327327,0.16902122228652,33.58,16.51
L-Cysteine,121.16099999999996,121.019749464,-0.6719000000000002,63.32000000000001,3,4,4,7,14,0.6666666666666666,0,0,10.171958466891548,4.546903005373416,1.3868313900093312,2.872924704797209,56.638321360859855,0.1730248138726565,0.8857705335398267,0.0041807408977621,0.4641234339187914,0.778285590151479,186.1597284271027,312.17004682999385,401.0996101948074,1.9265802940362469,0.5089813050557327,-3.76,-3.566,-3.864,-3.351,30.0,0.0333333333333333,1.1486299701546e-08,0.12291630264852,1.1486299701546e-08,21.06,0.57,1.4019869786391246,-1.3948419188606,8.5810080604406,8.5810080604406,0.57,21.06,8.035247476318883,0.000420157103,30.0,1.0,,,1.0,1.0,9.9758499793012,0.68303231,0.57842683,-4.37602264,0.3174839108407185,0.0001076850554557,1.2166307759398,0.20150563518239,33.58,16.51
L-Homocysteine,149.2150000000001,149.051049592,0.1083,63.32000000000001,3,4,6,9,20,0.8,0,0,15.171958466891546,7.046903005373416,1.506824018028378,4.639273249931248,74.9880875903243,0.5051760662557064,0.9784502520996304,0.004522530183436,0.2064826970139858,0.9013193660144794,199.2953787938451,869.9459425015018,965.1916682410732,2.610961423972435,0.370487356118157,-3.928,-4.206,-4.41,-3.825,30.0,0.0333333333333334,1.1527139476962e-07,0.096850640238254,1.1527139476962e-07,21.06,0.57,1.0156889589124876,-1.1385943785239,7.2690206157023,7.2690206157023,0.57,21.06,8.021274239948001,0.00445463318,30.0,1.0,,,1.000000000000002,1.0,8.4076149942262,0.58782152,0.48321604,-3.54460988,0.2652209044430128,9.1300163310407e-05,1.0140196222431,0.16923002433343,33.58,16.51
Lipoic_acid_thioctic_acid,220.3590000000001,220.059171752,3.175200000000002,37.3,1,4,6,13,29,0.8888888888888888,1,0,22.132993161855453,10.891411538058255,2.292419389887445,6.59820436720464,109.82109303960527,0.7095392191593317,0.993947373005398,0.0032954649796541,0.1098572696532553,0.9779209721772064,296.7474933627813,2641.5693573709814,2701.209435656023,3.577181024944019,0.2104059379957552,-5.395,-5.311,-5.252,-4.704,30.0,0.0333333333333331,0.00029831804902,0.17714435797586,0.0003634044605223,11.95,33.58,-1.908500239044369,-3.9362362061703,0.0,-0.12163680404291,33.58,11.95,8.126326052168332,0.0674738591,30.0,1.0,,,0.9999999999999932,1.0,3.9362362061703,2.39477425,2.29016877,-0.12472923,0.2034207092553541,7.0057232091799e-05,0.77512576757266,0.13146246850718,33.58,16.51
Lysine,146.1900000000001,146.105527688,-0.4727000000000004,89.34,3,4,7,10,24,0.8333333333333334,0,0,18.710923771927643,8.802564558427516,1.3185036207983014,5.19660435670694,80.18798263550777,0.5478104687073937,0.9828253534347828,0.0047428922548443,0.184538138729624,0.9251872275342942,195.06815205201323,977.9797499836196,1057.0614475407558,2.7617810689128617,0.2552089043192135,-4.592,-4.851,-4.766,-4.158,30.0,0.0333333333333332,2.7221122464027e-07,0.09934843605906,2.7221122464027e-07,23.34,0.57,1.5068628480296955,-0.53742502788365,7.356277115324,7.356277115324,0.57,23.34,7.995872440333501,0.00111744575,30.0,1.0,,,0.999999999999998,1.0,7.8937021432076495,-0.10113391,-0.20573939,-3.74773324,0.246852532742718,8.6734464549099e-05,0.94214165456493,0.15934977659845,33.58,16.51
Mannose,180.1560000000001,180.063388104,-3.2214000000000005,110.38,5,6,6,12,24,1.0,1,0,17.44948974278318,8.220110468942837,2.411787232595313,3.648916103234773,85.93584172942023,0.2431597237851626,0.9173744044926014,0.0018767071783634,0.398025378565042,0.7177714484911846,382.4632083078049,689.7077066075042,960.9015628266174,2.375401724700458,0.3076058257617874,-4.721,-5.292,-5.609,-4.9,30.0,0.0333333333333333,4.4639976423625e-12,0.10811597052136,4.4639976423625e-12,22.2,0.57,3.165808765165841,-0.85018977288686,13.886551440416,13.886551440416,0.57,22.2,7.96316526555695,0.000595364177,30.0,1.0,,,1.0000000000000018,1.0,14.73674121330286,0.24514188,0.1405364,-8.19408689,0.2487063498659772,8.3969429966991e-05,0.94504078759786,0.17043338505377,33.58,16.51
Mercaptoethanol_2-mercaptoethanol,78.13599999999997,78.013935812,-0.0915,20.23,2,2,3,4,10,1.0,0,0,7.816496580927726,3.4747448713915894,0.5447959818219784,3.3099999999999983,39.25088268476229,0.7668885793910445,0.9963642547767356,0.0504287479492683,0.0851954916835395,0.9612595064143784,19.06173651944347,215.0732987860832,223.74114102479385,1.7117228120289028,0.3607680895434875,-2.571,-2.626,-2.738,-2.187,30.0,0.0333333333333333,7.5651130239848e-05,0.07289962579944,7.5651130239848e-05,15.37,0.57,0.460518578587218,-0.68626263148707,3.5483680673351,3.5483680673351,0.57,15.37,7.815164790164717,0.000374995743,30.0,1.0,,,0.999999999999999,1.0,4.23463069882217,0.32325556,0.21865007,-1.58356391,0.3784286233589238,0.0001293641194858,1.4484810112454,0.23693391019972,33.58,16.51
Methionine,149.2150000000001,149.051049592,0.1513999999999997,63.32000000000001,2,4,5,9,20,0.8,0,0,15.171958466891546,7.092778860141485,1.506824018028378,4.639273249931248,74.27523508448357,0.4577058456083925,0.9725105312798722,0.0040963077995574,0.2328588983692502,0.8793245679411723,214.66271846958804,810.6119349239098,921.8574852535456,2.5543268769836915,0.2415587896305008,-3.854,-4.194,-4.401,-3.829,30.0,0.0333333333333337,7.0236969311363e-08,0.10292805897599,7.0236969311363e-08,21.06,0.57,0.8252957672865897,-1.4916459490499,7.2588185514385,7.2588185514385,0.57,21.06,8.108279619785332,0.00142924338,30.0,1.0,,,1.0000000000000124,1.0,8.7504645004884,0.85282517,0.74821968,-3.49904493,0.2624017723766366,9.0204789597151e-05,1.0034843898671,0.16750696546406,33.58,16.51
Methotrexate,422.4019999999998,422.1662304240005,-2.177909999999996,220.33,5,10,10,30,52,0.4375,2,0,36.027198506782845,17.60501819381877,6.852282585019872,9.105778638434312,201.85079184468984,0.6676289625132008,0.9919181325866736,0.000635184897133,0.1268795422665369,0.9304793379020848,1464.8952487721988,10742.904150064516,11545.559060221714,5.302547048138705,0.1307833996846965,-7.615,-7.407,-8.247,-7.009,30.0,0.0333333333333337,1.1355167479818001e-15,0.15088192967845,1.1355167479818001e-15,21.06,0.57,4.585038278267597,-1.3586313172341,18.684724764342,18.684724764342,0.57,21.06,8.849949903066666,0.164441633,30.0,1.0,,,1.0000000000000118,1.0,20.0433560815761,0.54759266,0.44298718,-11.96185852,0.0784648480379846,2.7792277731515e-05,0.29489222586045,0.058057618339675,33.58,16.51
mPEG-thiol_n_3_methyl-capped,180.2690000000001,180.082015372,0.5958000000000001,27.69,1,4,9,11,27,1.0,0,0,21.132993161855453,10.087117307087384,1.7081831852280678,10.23,95.58502993662076,0.574296388551234,0.9853817909107354,0.0027051521343561,0.1703605768408631,0.902094682914698,333.47280970185165,1765.8078770751667,1957.4529265262736,3.354383573498432,0.2454617813688341,-3.745,-3.471,-4.006,-3.096,30.0,0.0333333333333334,0.0011575544585811,0.070211733464406,0.0011575544585811,11.95,0.57,0.2114630544993457,-0.5201473497617,2.0100191057785,2.0100191057785,0.57,11.95,7.955895350681501,0.00488048856,30.0,1.0,,,1.000000000000003,1.0,2.5301664555402,0.16547096,0.06086548,-2.11128659,0.221436343722993,7.97670091978e-05,0.84033258211248,0.14391127768968,33.58,16.51
mPEG-thiol_n_6_methyl-capped,312.42799999999943,312.1606596160008,0.6456000000000004,55.38000000000001,1,7,18,20,48,1.0,0,0,37.357738033247045,18.06186217847897,3.3090797674690733,19.110000000000003,165.9749643135348,0.7624987997736643,0.9962333826767508,0.001094910231684,0.08671243994052,0.9443920821186582,862.5292327994401,9393.874496097904,9947.006835363967,5.686203162432181,0.0886432377931009,-4.282,-3.962,-4.626,-3.657,30.0,0.0333333333333333,3.1617461902952e-05,0.10618991711158,3.1617461902952e-05,26.75,0.57,1.366486628508436,-0.26133810026695,4.7428243016011,4.7428243016011,0.57,26.75,8.175335635116666,0.216165531,30.0,1.0,,,1.000000000000001,1.0,5.00416240186805,-0.5432255,-0.64783098,-3.2966148,0.105867222349034,4.0151484997479e-05,0.39679224620884,0.073830929628347,33.58,16.51
PEG-amine_n_3_proxy,177.24400000000017,177.136493468,0.0147999999999999,53.71000000000001,1,4,10,12,31,1.0,0,0,24.671958466891542,11.842778860141484,1.5624733880068136,10.840000000000002,100.78492498180422,0.6032165792476983,0.9877354943095475,0.0026081109293104,0.1561364572451728,0.8868074716990274,340.0190773072286,1931.204688491047,2177.70457525698,3.542639300661968,0.119018197882181,-4.153,-4.18,-4.513,-3.632,30.0,0.0333333333333333,0.0001559914543717,0.098202346488279,0.0001559914543717,26.75,0.57,0.8852795054637421,-0.32923079263098,3.6430140077586,3.6430140077586,0.57,26.75,7.973348540260834,0.00398833867,30.0,1.0,,,1.0000000000000009,1.0,3.97224480038958,-0.34864045,-0.45324593,-2.76030471,0.197306224863806,7.2485958884827e-05,0.74631452526109,0.13320032487412,33.58,16.51
PEG-dithiol_n_3,226.3630000000001,226.069736436,0.8957999999999999,27.69,2,5,12,13,31,1.0,0,0,24.04124145231932,11.44948974278318,2.2981908436031366,12.580000000000002,115.59587558255896,0.171649681169801,0.8831101506329518,0.0009607777003021,0.4691657083046938,0.7515545264974332,782.2356058649981,1253.0598463805495,1667.290665150201,2.8597947587391768,0.3253843285109241,-3.649,-3.431,-4.13,-3.329,30.0,0.0333333333333331,0.0045657988144528,0.10687769862087,0.0045657988144528,11.95,0.57,-0.4884129158405464,-1.4236808893155,0.51966788561821,0.51966788561821,0.57,11.95,7.910275904374332,0.00251863305,30.0,1.0,,,0.9999999999999948,1.0,1.94334877493371,0.77862271,0.67401723,-1.69521057,0.2071666044389799,7.4079761292001e-05,0.78689820089465,0.13357007025297,33.58,16.51
PEG-thiol_n_3,166.24200000000013,166.066365308,-0.0582999999999999,38.69,2,4,9,10,24,1.0,0,0,18.632993161855453,8.791241452319316,1.615030082487558,9.230000000000002,86.17750560270493,0.7368460808850907,0.9951978484530394,0.0061439130277221,0.0978838211066638,0.9708006045406706,158.01014763071765,1567.1266723057904,1614.2621512347207,3.1691936650475427,0.2677691704939773,-3.783,-3.581,-4.248,-3.186,30.0,0.0333333333333333,1.1108950231215e-05,0.082205752865337,1.1108950231215e-05,26.75,0.57,0.9347891803044168,-0.44483482639491,5.0462012227604,5.0462012227604,0.57,26.75,8.109947212321666,0.0342464109,30.0,1.0,,,1.0000000000000004,1.0,5.49103604915531,-0.06472323,-0.16932871,-2.41251328,0.2391396245182915,8.452054388204e-05,0.90868095223786,0.15655502592759,33.58,16.51
PEG-thiol_n_4,210.29500000000016,210.092580056,-0.0417,47.92,2,5,12,13,31,1.0,0,0,24.04124145231932,11.44948974278318,2.150433320558621,12.19,109.64081706167624,0.3131446353055909,0.9401277482885312,0.0010622306790677,0.340822265848251,0.7027287709242135,661.5594755189512,1364.0449105273312,1941.068826217787,3.0710277469729625,0.1871151703798739,-4.114,-3.586,-4.264,-3.39,30.0,0.0333333333333333,0.0001335802941022,0.09481179783142,0.0001335802941022,13.09,0.57,0.2437743320467315,-0.94686831955116,3.0993129371053,3.0993129371053,0.57,13.09,7.922254644203,0.0033272874,30.0,1.0,,,1.0,1.0,4.04618125665646,0.42221666,0.31761118,-1.89723648,0.1996326603765895,7.1106740648646e-05,0.75666666355548,0.13142931293779,33.58,16.51
PEG-thiol_n_6,298.40099999999944,298.1450095520007,-0.008499999999999,66.38000000000001,2,7,18,19,45,1.0,0,0,34.857738033247045,16.765986323710905,3.221242883701897,18.11,156.56743997961894,0.8301436926155756,0.9981780780571748,0.0017594080316854,0.0603367589955301,0.965215201870956,548.6022483064005,8776.063525141453,9092.33869102982,5.555131727923191,0.0869748469969964,-3.933,-3.894,-4.643,-3.392,30.0,0.0333333333333331,0.0003229939018727,0.080650169279972,0.0003229939018727,26.75,0.57,0.4228604079717374,-0.53523807142166,2.8670597407719,2.8670597407719,0.57,26.75,8.222824845549999,0.187390103,30.0,1.0,,,0.9999999999999958,1.0,3.4022978121935603,0.09692407,-0.00768141,-2.48176126,0.1167764726185999,4.3274146223318e-05,0.4389510289367,0.080028659346504,33.58,16.51
Polyethyleneimine_fragment_ethylenediamine,60.100000000000016,60.06874825599999,-1.0962,52.04,2,2,3,4,12,1.0,0,0,9.894427190999917,4.48606797749979,0.2802892833662064,2.92,37.25596506654744,0.660943645312819,0.991509289587016,0.0506622802756386,0.130035874521806,0.9369058934876828,18.49316470538341,133.24288443806805,142.21586753186514,1.5638169436474672,0.3258906705365449,-2.975,-2.94,-2.903,-2.935,30.0,0.0333333333333334,5.4452642380495e-06,0.10538155978496,5.4452642380495e-06,33.58,0.57,1.8489285904375423,0.0,6.0835566501921,6.0835566501921,0.57,33.58,7.808334342169511,5.56917876e-05,30.0,1.0,,,1.0000000000000029,1.0,6.0835566501921,-1.96764176,-2.07224725,-3.17151222,0.3781463187548095,0.0001338294386639,1.4455910812107,0.24547332563021,33.58,16.51
PVP_monomer_N-vinyl-2-pyrrolidone,125.17099999999992,125.084063972,0.7948,20.31,0,2,1,9,20,0.5714285714285714,1,0,15.35546188596382,7.624944538481868,1.1565354701766093,2.6672700037699983,70.60950080058879,0.3668909269499064,0.956368755512589,0.0047879865283044,0.292162289625649,0.7788151346251372,162.6602602202688,433.60240852413904,556.7462536958049,2.146097631567669,0.255172634183865,-4.441,-4.531,-4.752,-4.263,30.0,0.0333333333333334,0.0063438492760952,0.07888142135957,0.0063438492760952,13.09,0.57,-0.0566695297220026,-0.72023648364568,0.83320164617635,0.83320164617635,0.57,13.09,7.8764819614969985,0.000133930477,30.0,1.0,,,1.000000000000003,1.0,1.55343812982203,0.30793417,0.20332869,-1.77678628,0.3065269973544724,0.0001079266769668,1.1693606832325,0.19157307489313,33.58,16.51
RGD_peptide_Arg-Gly-Asp,346.34399999999965,346.1600824240005,-3.262729999999996,220.72,8,8,12,24,46,0.5833333333333334,0,0,33.132771315782925,15.631411396068792,4.814396910061463,10.77257933284937,168.55003371272667,0.2193353204578502,0.9075599731211385,0.0003755569409023,0.4199224871191808,0.7265712749349363,1934.6501044269223,3347.4301473346127,4607.16004446277,3.778440893388359,0.2428002495393799,-6.553,-6.305,-7.214,-5.404,30.0,0.0333333333333331,8.4404246785379e-21,0.11551702752813,8.4404246785379e-21,19.92,0.57,6.212848520120366,-1.1950796514714,25.962270698618,25.962270698618,0.57,19.92,8.535553230841666,0.0534867805,30.0,1.0,,,0.9999999999999948,1.0,27.1573503500894,0.54774623,0.44314075,-16.89587027,0.1214534316068567,4.1726834176647e-05,0.46228081808653,0.08231715653725,33.58,16.51
SDS_dodecyl_sulfate_anion,265.3949999999999,265.1473552800003,4.680000000000004,68.93,0,1,12,17,42,1.0,0,0,33.04124145231931,16.120790811898594,2.6557426627037204,11.29007945572376,142.26933553000674,0.7812359714962298,0.9968086997201554,0.0020903617813736,0.0798274148536273,0.9794708439435912,468.5652276420635,5749.227628161609,5869.728194270491,4.77207494477756,0.1734319786311085,-5.268,-4.842,-5.888,-5.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium_citrate_citrate3-,189.099,189.0035275,-1.631,131.14,1,4,6,13,18,0.5,0,0,10.857738033247042,5.087117307087384,5.175713671318919,3.853986625290123,79.33698566769422,0.1615949180260436,0.8796475577983507,0.0018434383830031,0.4756260863949718,0.8251694741657585,447.6251996128465,776.5903955931129,941.1283619988988,2.392785852415252,0.5299365560885201,-4.811,-5.172,-5.775,-4.75,30.0,0.0333333333333329,7.7150201967969e-08,0.19775996776927,7.7150201967969e-08,16.51,0.57,-1.7718238318006798,-5.4863651304003,3.60871746261,3.60871746261,0.57,16.51,7.996938430891666,0.0019002569,30.0,1.0,,,0.9999999999999882,1.0,9.0950825930103,3.44084227,3.33623679,-0.9560769,0.2820570952651485,9.1103680000313e-05,1.0880168205057,0.1748621866566,33.58,16.51
Tannic_acid_approx,280.1439999999999,279.9855317080001,-0.0306000000000003,151.32,3,9,3,20,24,0.0,3,0,13.174234614174768,6.674234614174768,8.04396899625805,3.63360480734488,111.9563429867668,0.3224036916808666,0.9410213402862756,0.0007753824961679,0.3383472138585176,0.6803608872247956,877.4519551153998,1764.412314413436,2593.3476593731098,3.056760925199851,0.0264641862582893,-7.531,-7.524,-8.327,-7.193,30.0,0.033333333333333,7.1970524439925e-11,0.18551853084411,7.1970524439925e-11,17.64,0.57,0.2588698320047873,-4.075617095033,9.2803809850887,9.2803809850887,0.57,17.64,8.103658389578333,0.0173197279,30.0,1.0,,,0.9999999999999905,1.0,13.3559980801217,2.4732198,2.36861432,-5.14783839,0.1970833790932332,6.450172425717e-05,0.7541470235304,0.13427944108457,33.58,16.51
TAT_peptide_fragment_YGRKKK_6_aa,808.9830000000023,808.4919216280019,-3.5868300000000115,389.24,15,14,36,57,121,0.6388888888888888,1,0,91.04079776017426,44.18941566147788,10.01418041343424,28.3267126485116,423.58056352739743,0.4682964896301705,0.9733447239556446,0.0001495609158196,0.2293470042265863,0.93781017375055,6270.422781317524,25640.03963281384,27340.330005455748,6.05149091938168,0.2411899738741485,-7.4,-6.133,-8.079,-6.552,30.0,0.0333333333333334,1.2441766889506e-21,0.17568146998421,1.2441766889506e-21,30.17,0.57,8.967509982947867,-0.61414114827005,27.981611077336,27.981611077336,0.57,30.17,8.929696021100002,0.988570936,30.0,1.0,,,1.0000000000000024,1.0,28.59575222560605,-0.23072546,-0.33533094,-19.0684606,0.0208261908315528,8.1399713745709e-06,0.077740807480673,0.015772229340674,33.58,16.51
Thioacetic_acid,76.11999999999998,75.998285748,0.4626999999999999,17.07,1,2,0,4,8,0.5,0,0,5.816496580927726,2.5664965809277263,0.7439876299705358,1.3511258278145688,35.72155977414717,0.3269238846902,0.942781986988193,0.0135106556552976,0.3334098454014138,0.6871323411871646,50.85854889046272,104.81560232995244,152.54063307347988,1.4228605744157956,0.2220594287444899,-2.705,-2.524,-2.728,-2.48,30.0,0.0333333333333334,0.0033370420929825,0.071010210794978,0.0033370420929825,15.37,0.57,-0.1798377122553003,-0.88649334605589,0.99808650833703,0.99808650833703,0.57,15.37,7.874072420502083,9.774097e-05,30.0,1.0,,,1.000000000000003,1.0,1.88457985439292,0.5328883,0.42828282,-1.25456743,0.399655535533396,0.0001372402674099,1.531802953986,0.24393448604547,33.58,16.51
Thioglycolic_acid_mercaptoacetic_acid,92.11899999999996,91.993200368,0.0008,37.3,2,3,2,5,9,0.5,0,0,6.224744871391589,2.678869016623521,1.1501652919591057,2.0817801047120423,40.60246378447042,0.3948316457664289,0.9622643623230772,0.0137553200081861,0.2721163299086657,0.8845783666438579,64.30809069635778,209.0486294933588,236.32573141767136,1.663260352566622,0.5010870630702543,-3.074,-2.822,-3.313,-3.024,30.0,0.0333333333333333,1.742469642951e-08,0.16079874836525,1.742469642951e-08,19.92,0.57,0.8509113354254274,-2.205490838402,7.6790905833494,7.6790905833494,0.57,19.92,8.01545610010625,0.000168650835,30.0,1.0,,,0.9999999999999994,1.0,9.8845814217514,1.1920395,1.08743402,-3.64572624,0.3671015637453546,0.0001225963392347,1.4096114617116,0.23308685646903,33.58,16.51
Thiomethyl_PEG_linker_2-_2-methoxyethoxy_ethanethiol,136.21600000000004,136.055800624,0.5792000000000002,18.46,1,3,6,8,20,1.0,0,0,15.72474487139159,7.428869016623521,1.1770933386187972,7.27,72.1217184776495,0.7314199432875844,0.9949705593109894,0.0095073930326095,0.1001677897548751,0.970472875596083,102.07560287740782,988.9566705530752,1019.046173697167,2.783045081829653,0.1787475962273904,-3.279,-2.87,-3.527,-2.863,30.0,0.0333333333333333,0.0033550725348228,0.085677958648644,0.0033550725348228,11.95,0.57,-0.0203467764213213,-0.79330969291658,1.2036787057589,1.2036787057589,0.57,11.95,7.845824298272884,0.000433430173,30.0,1.0,,,1.0000000000000018,1.0,1.99698839867548,0.33100471,0.22639923,-1.94142226,0.2712677169179135,9.6370853893625e-05,1.0327081731414,0.17269587539136,33.58,16.51
Tris_buffer_Tris_base,121.13599999999994,121.073893212,-2.3391999999999995,86.71000000000001,4,4,7,8,19,1.0,0,0,14.671958466891548,6.705151295837279,1.152493715940397,2.9852263467168973,63.38746886532447,0.0696927316497702,0.7796993463547225,0.0037442623328926,0.626154077918541,0.8299663090789456,221.66350412679407,293.81464860723105,354.00792224119505,1.894434976014852,0.8395932235540855,-3.688,-3.93,-4.001,-3.589,30.0,0.0333333333333331,2.3876502640988e-07,0.10385442690516,2.3876502640988e-07,26.75,0.57,2.3206847050586386,-0.14120468244158,7.8606360733577,7.8606360733577,0.57,26.75,7.8975744266367665,0.000263851716,30.0,1.0,,,0.999999999999994,1.0,8.00184075579928,-1.0624572,-1.16706268,-4.0806865,0.313224223109195,0.0001096485286274,1.1917500902947,0.20404573361299,33.58,16.51
